Reading Profile files in profile.*

FUNCTION SUMMARY (total):
---------------------------------------------------------------------------------------
%Time    Exclusive    Inclusive       #Call      #Subrs  Inclusive Name
              msec   total msec                          usec/call 
---------------------------------------------------------------------------------------
100.0      1152082     44556705          32 3.09658E+06 1392397046 .TAU application
 80.4         1229     35843158          32      127663 1120098694 Driver_Main
 77.4       126687     34482735         288 9.12834E+06  119731719 Mesh::Initialize
  0.0        0.105        0.105      0.4375           0        240 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same47] [device=0]
  0.0        0.104        0.104           4           0         26 pthread_create
  0.0        0.104        0.104       0.375           0        277 Kokkos::parallel_for Kokkos::View::initialization [recvbuf54] [device=0]
  0.0        0.104        0.104       0.375           0        277 Kokkos::parallel_for Kokkos::View::initialization [recvbuf60] [device=0]
  0.0        0.103        0.103       0.375           0        276 Kokkos::parallel_for Kokkos::View::initialization [recvbuf78] [device=0]
  0.0        0.102        0.102       0.375           0        272 Kokkos::parallel_for Kokkos::View::initialization [recvbuf64] [device=0]
  0.0        0.101        0.101     0.40625           0        250 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same48] [device=0]
  0.0        0.101        0.101       0.375           0        268 Kokkos::parallel_for Kokkos::View::initialization [recvbuf79] [device=0]
  0.0        0.100        0.100       0.375           0        268 Kokkos::parallel_for Kokkos::View::initialization [recvbuf82] [device=0]
  0.0        0.099        0.099       0.375           0        265 Kokkos::parallel_for Kokkos::View::initialization [recvbuf81] [device=0]
  0.0        0.099        0.099       0.375           0        265 Kokkos::parallel_for Kokkos::View::initialization [recvbuf55] [device=0]
  0.0        0.098        0.098       0.375           0        261 Kokkos::parallel_for Kokkos::View::initialization [recvbuf62] [device=0]
  0.0        0.098        0.098     0.34375           0        284 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same85] [device=0]
  0.0        0.097        0.097       0.375           0        259 Kokkos::parallel_for Kokkos::View::initialization [recvbuf59] [device=0]
  0.0        0.097        0.097       0.375           0        259 Kokkos::parallel_for Kokkos::View::initialization [recvbuf77] [device=0]
  0.0        0.097        0.097       0.375           0        259 Kokkos::parallel_for Kokkos::View::initialization [recvbuf61] [device=0]
  0.0        0.097        0.097       0.375           0        258 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same51] [device=0]
  0.0        0.096        0.096       0.375           0        256 Kokkos::parallel_for Kokkos::View::initialization [recvbuf83] [device=0]
  0.0        0.096        0.096       0.375           0        256 Kokkos::parallel_for Kokkos::View::initialization [recvbuf68] [device=0]
  0.0        0.096        0.096     0.34375           0        279 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same87] [device=0]
  0.0        0.095        0.095       0.375           0        254 Kokkos::parallel_for Kokkos::View::initialization [recvbuf67] [device=0]
  0.0        0.095        0.095       0.375           0        253 Kokkos::parallel_for Kokkos::View::initialization [recvbuf80] [device=0]
  0.0        0.094        0.094       0.375           0        250 Kokkos::parallel_for Kokkos::View::initialization [recvbuf63] [device=0]
  0.0        0.094        0.094      0.3125           0        299 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same71] [device=0]
  0.0        0.093        0.093       0.375           0        247 Kokkos::parallel_for Kokkos::View::initialization [recvbuf84] [device=0]
  0.0        0.092        0.092       0.375           0        247 Kokkos::parallel_for Kokkos::View::initialization [recvbuf74] [device=0]
  0.0        0.092        0.092       0.375           0        246 Kokkos::parallel_for Kokkos::View::initialization [recvbuf90] [device=0]
  0.0        0.092        0.092       0.375           0        246 Kokkos::parallel_for Kokkos::View::initialization [recvbuf75] [device=0]
  0.0        0.092        0.092       0.375           0        246 Kokkos::parallel_for Kokkos::View::initialization [recvbuf89] [device=0]
  0.0        0.092        0.092       0.375           0        245 Kokkos::parallel_for Kokkos::View::initialization [recvbuf86] [device=0]
  0.0        0.092        0.092     0.34375           0        267 Kokkos::parallel_for Kokkos::View::initialization [recvbuf91] [device=0]
  0.0        0.092        0.092      0.3125           0        293 Kokkos::parallel_for Kokkos::View::initialization [recvbuf92] [device=0]
  0.0        0.092        0.092       0.375           0        244 Kokkos::parallel_for Kokkos::View::initialization [recvbuf85] [device=0]
  0.0        0.091        0.091      0.3125           0        292 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same72] [device=0]
  0.0        0.091        0.091       0.375           0        243 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same91] [device=0]
  0.0        0.090        0.090       0.375           0        240 Kokkos::parallel_for Kokkos::View::initialization [recvbuf66] [device=0]
  0.0        0.090        0.090       0.375           0        240 Kokkos::parallel_for Kokkos::View::initialization [recvbuf65] [device=0]
  0.0        0.090        0.090       0.375           0        240 Kokkos::parallel_for Kokkos::View::initialization [recvbuf73] [device=0]
  0.0        0.090        0.090     0.34375           0        262 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same88] [device=0]
  0.0        0.089        0.089       0.375           0        238 Kokkos::parallel_for Kokkos::View::initialization [recvbuf88] [device=0]
  0.0        0.089        0.089       0.375           0        238 Kokkos::parallel_for Kokkos::View::initialization [recvbuf69] [device=0]
  0.0        0.089        0.089       0.375           0        238 Kokkos::parallel_for Kokkos::View::initialization [recvbuf76] [device=0]
  0.0        0.089        0.089      0.3125           0        285 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same57] [device=0]
  0.0        0.088        0.088     0.34375           0        256 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same89] [device=0]
  0.0        0.087        0.087     0.34375           0        254 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same90] [device=0]
  0.0        0.087        0.087       0.375           0        232 Kokkos::parallel_for Kokkos::View::initialization [recvbuf70] [device=0]
  0.0        0.087        0.087       0.375           0        231 Kokkos::parallel_for Kokkos::View::initialization [recvbuf87] [device=0]
  0.0        0.086        0.086      0.3125           0        276 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same86] [device=0]
  0.0        0.086        0.086       0.375           0        229 Kokkos::parallel_for Kokkos::View::initialization [recvbuf71] [device=0]
  0.0        0.086        0.086           8           0         11 Step 4: Calc buffer sizes
  0.0        0.085        0.085     0.34375           0        248 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same65] [device=0]
  0.0        0.084        0.084     0.34375           0        245 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same56] [device=0]
  0.0        0.084        0.084      0.3125           0        268 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same92] [device=0]
  0.0        0.084        0.084       0.375           0        223 Kokkos::parallel_for Kokkos::View::initialization [recvbuf72] [device=0]
  0.0        0.083        0.083      0.3125           0        267 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same53] [device=0]
  0.0        0.083        0.083     0.28125           0        297 Kokkos::parallel_for Kokkos::View::initialization [recvbuf93] [device=0]
  0.0        0.083        0.083      0.3125           0        266 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same63] [device=0]
  0.0        0.083        0.083     0.34375           0        241 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same52] [device=0]
  0.0        0.083        0.083      0.3125           0        265 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same58] [device=0]
  0.0        0.082        0.082      0.3125           0        263 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same81] [device=0]
  0.0        0.082        0.082      0.3125           0        262 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same66] [device=0]
  0.0        0.080        0.080      0.3125           0        256 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same62] [device=0]
  0.0        0.080        0.080      0.3125           0        255 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same54] [device=0]
  0.0        0.080        0.080      0.3125           0        255 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same68] [device=0]
  0.0        0.079        0.079      0.3125           0        254 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same84] [device=0]
  0.0        0.079        0.079      0.3125           0        252 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same74] [device=0]
  0.0        0.079        0.079      0.3125           0        252 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same83] [device=0]
  0.0        0.078        0.078      0.3125           0        251 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same75] [device=0]
  0.0        0.078        0.078      0.3125           0        250 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same59] [device=0]
  0.0        0.078        0.078      0.3125           0        250 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same76] [device=0]
  0.0        0.078        0.078      0.3125           0        249 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same64] [device=0]
  0.0        0.078        0.078        0.25           0        310 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same133] [device=0]
  0.0        0.078        0.078     0.28125           0        276 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same73] [device=0]
  0.0        0.077        0.077        0.25           0        310 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same128] [device=0]
  0.0        0.077        0.077        0.25           0        309 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same129] [device=0]
  0.0        0.077        0.077        0.25           0        308 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same132] [device=0]
  0.0        0.077        0.077      0.3125           0        246 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same70] [device=0]
  0.0        0.077        0.077        0.25           0        308 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same131] [device=0]
  0.0        0.077        0.077      0.3125           0        246 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same82] [device=0]
  0.0        0.077        0.077        0.25           0        307 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same134] [device=0]
  0.0        0.077        0.077      0.3125           0        245 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same69] [device=0]
  0.0        0.077        0.077      0.3125           0        245 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same67] [device=0]
  0.0        0.076        0.076        0.25           0        304 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same140] [device=0]
  0.0        0.076        0.076        0.25           0        304 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same139] [device=0]
  0.0        0.076        0.076        0.25           0        303 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same138] [device=0]
  0.0        0.076        0.076      0.3125           0        242 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same60] [device=0]
  0.0        0.075        0.075      0.3125           0        241 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same55] [device=0]
  0.0        0.075        0.075        0.25           0        300 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same136] [device=0]
  0.0        0.075        0.075        0.25           0        300 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same130] [device=0]
  0.0        0.075        0.075        0.25           0        299 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same135] [device=0]
  0.0        0.075        0.075     0.28125           0        265 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same79] [device=0]
  0.0        0.074        0.074     0.28125           0        264 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same93] [device=0]
  0.0        0.074        0.074     0.28125           0        264 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same78] [device=0]
  0.0        0.074        0.074     0.28125           0        264 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same80] [device=0]
  0.0        0.074        0.074        0.25           0        296 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same137] [device=0]
  0.0        0.074        0.074        0.25           0        294 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same141] [device=0]
  0.0        0.072        0.072     0.28125           0        256 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same77] [device=0]
  0.0        0.072        0.072        0.25           0        288 Kokkos::parallel_for Kokkos::View::initialization [recvbuf94] [device=0]
  0.0        0.070        0.070     0.28125           0        249 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same95] [device=0]
  0.0        0.070        0.070      0.3125           0        224 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same61] [device=0]
  0.0        0.069        0.069        0.25           0        276 Kokkos::parallel_for Kokkos::View::initialization [recvbuf95] [device=0]
  0.0        0.068        0.068     0.21875           0        313 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same122] [device=0]
  0.0        0.068        0.068        0.25           0        273 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same98] [device=0]
  0.0        0.068        0.068     0.21875           0        311 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same126] [device=0]
  0.0        0.068        0.068     0.21875           0        311 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same123] [device=0]
  0.0        0.068        0.068     0.21875           0        310 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same127] [device=0]
  0.0        0.068        0.068     0.21875           0        309 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same121] [device=0]
  0.0        0.067        0.067     0.21875           0        308 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same124] [device=0]
  0.0        0.065        0.065        0.25           0        261 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same97] [device=0]
  0.0        0.065        0.065     0.21875           0        297 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same107] [device=0]
  0.0        0.065        0.065     0.21875           0        296 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same119] [device=0]
  0.0        0.065        0.065     0.21875           0        296 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same125] [device=0]
  0.0        0.065        0.065        0.25           0        258 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same96] [device=0]
  0.0        0.063        0.063     0.21875           0        290 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same109] [device=0]
  0.0        0.063        0.063     0.21875           0        288 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same108] [device=0]
  0.0        0.063        0.063     0.21875           0        287 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same106] [device=0]
  0.0        0.062        0.062     0.21875           0        285 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same112] [device=0]
  0.0        0.062        0.062     0.21875           0        284 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same111] [device=0]
  0.0        0.062        0.062        0.25           0        247 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same101] [device=0]
  0.0        0.061        0.061        0.25           0        245 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same100] [device=0]
  0.0        0.061        0.061     0.21875           0        277 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same105] [device=0]
  0.0        0.060        0.060     0.21875           0        275 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same104] [device=0]
  0.0        0.060        0.060     0.21875           0        273 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same110] [device=0]
  0.0        0.059        0.059     0.21875           0        272 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same118] [device=0]
  0.0        0.059        0.059      0.1875           0        313 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same120] [device=0]
  0.0        0.058        0.058     0.21875           0        264 Kokkos::parallel_for Kokkos::View::initialization [recvbuf96] [device=0]
  0.0        0.057        0.057     0.21875           0        261 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same103] [device=0]
  0.0        0.057        0.057        0.25           0        228 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same94] [device=0]
  0.0        0.056        0.056     0.21875           0        254 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same99] [device=0]
  0.0        0.054        0.054     0.21875           0        248 Kokkos::parallel_for Kokkos::View::initialization [recvbuf97] [device=0]
  0.0        0.053        0.053      0.1875           0        282 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same113] [device=0]
  0.0        0.053        0.053      0.1875           0        281 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same114] [device=0]
  0.0        0.053        0.053      0.1875           0        280 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same116] [device=0]
  0.0        0.052        0.052      0.1875           0        279 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same115] [device=0]
  0.0        0.052        0.052     0.21875           0        238 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same102] [device=0]
  0.0        0.052        0.052      0.1875           0        278 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same117] [device=0]
  0.0        0.050        0.050     0.21875           0        228 Kokkos::parallel_for Kokkos::View::initialization [recvbuf98] [device=0]
  0.0        0.040        0.040       0.125           0        318 Kokkos::parallel_for Kokkos::View::initialization [recvbuf133] [device=0]
  0.0        0.040        0.040       0.125           0        317 Kokkos::parallel_for Kokkos::View::initialization [recvbuf122] [device=0]
  0.0        0.040        0.040       0.125           0        317 Kokkos::parallel_for Kokkos::View::initialization [recvbuf132] [device=0]
  0.0        0.040        0.040       0.125           0        316 Kokkos::parallel_for Kokkos::View::initialization [recvbuf121] [device=0]
  0.0        0.040        0.040       0.125           0        316 Kokkos::parallel_for Kokkos::View::initialization [recvbuf131] [device=0]
  0.0        0.039        0.039       0.125           0        314 Kokkos::parallel_for Kokkos::View::initialization [recvbuf124] [device=0]
  0.0        0.039        0.039       0.125           0        314 Kokkos::parallel_for Kokkos::View::initialization [recvbuf138] [device=0]
  0.0        0.039        0.039       0.125           0        314 Kokkos::parallel_for Kokkos::View::initialization [recvbuf134] [device=0]
  0.0        0.039        0.039       0.125           0        314 Kokkos::parallel_for Kokkos::View::initialization [recvbuf135] [device=0]
  0.0        0.039        0.039       0.125           0        314 Kokkos::parallel_for Kokkos::View::initialization [recvbuf123] [device=0]
  0.0        0.039        0.039       0.125           0        314 Kokkos::parallel_for Kokkos::View::initialization [recvbuf126] [device=0]
  0.0        0.039        0.039       0.125           0        314 Kokkos::parallel_for Kokkos::View::initialization [recvbuf125] [device=0]
  0.0        0.039        0.039       0.125           0        312 Kokkos::parallel_for Kokkos::View::initialization [recvbuf128] [device=0]
  0.0        0.039        0.039       0.125           0        312 Kokkos::parallel_for Kokkos::View::initialization [recvbuf137] [device=0]
  0.0        0.039        0.039       0.125           0        312 Kokkos::parallel_for Kokkos::View::initialization [recvbuf136] [device=0]
  0.0        0.039        0.039       0.125           0        311 Kokkos::parallel_for Kokkos::View::initialization [recvbuf130] [device=0]
  0.0        0.039        0.039       0.125           0        310 Kokkos::parallel_for Kokkos::View::initialization [recvbuf139] [device=0]
  0.0        0.038        0.038     0.15625           0        244 Kokkos::parallel_for Kokkos::View::initialization [recvbuf99] [device=0]
  0.0        0.037        0.037       0.125           0        296 Kokkos::parallel_for Kokkos::View::initialization [recvbuf129] [device=0]
  0.0        0.037        0.037       0.125           0        295 Kokkos::parallel_for Kokkos::View::initialization [recvbuf127] [device=0]
  0.0        0.037        0.037       0.125           0        293 Kokkos::parallel_for Kokkos::View::initialization [recvbuf103] [device=0]
  0.0        0.037        0.037       0.125           0        293 Kokkos::parallel_for Kokkos::View::initialization [recvbuf104] [device=0]
  0.0        0.034        0.034       0.125           0        276 Kokkos::parallel_for Kokkos::View::initialization [recvbuf111] [device=0]
  0.0        0.034        0.034       0.125           0        275 Kokkos::parallel_for Kokkos::View::initialization [recvbuf112] [device=0]
  0.0        0.034        0.034       0.125           0        275 Kokkos::parallel_for Kokkos::View::initialization [recvbuf101] [device=0]
  0.0        0.034        0.034       0.125           0        274 Kokkos::parallel_for Kokkos::View::initialization [recvbuf110] [device=0]
  0.0        0.034        0.034       0.125           0        273 Kokkos::parallel_for Kokkos::View::initialization [recvbuf105] [device=0]
  0.0        0.034        0.034       0.125           0        273 Kokkos::parallel_for Kokkos::View::initialization [recvbuf109] [device=0]
  0.0        0.034        0.034       0.125           0        273 Kokkos::parallel_for Kokkos::View::initialization [recvbuf115] [device=0]
  0.0        0.034        0.034       0.125           0        273 Kokkos::parallel_for Kokkos::View::initialization [recvbuf106] [device=0]
  0.0        0.034        0.034       0.125           0        272 Kokkos::parallel_for Kokkos::View::initialization [recvbuf102] [device=0]
  0.0        0.034        0.034       0.125           0        272 Kokkos::parallel_for Kokkos::View::initialization [recvbuf100] [device=0]
  0.0        0.034        0.034       0.125           0        272 Kokkos::parallel_for Kokkos::View::initialization [recvbuf116] [device=0]
  0.0        0.034        0.034       0.125           0        270 Kokkos::parallel_for Kokkos::View::initialization [recvbuf107] [device=0]
  0.0        0.034        0.034       0.125           0        270 Kokkos::parallel_for Kokkos::View::initialization [recvbuf108] [device=0]
  0.0        0.034        0.034       0.125           0        269 Kokkos::parallel_for Kokkos::View::initialization [recvbuf114] [device=0]
  0.0        0.034        0.034       0.125           0        268 Kokkos::parallel_for Kokkos::View::initialization [recvbuf113] [device=0]
  0.0        0.031        0.031       0.125           0        245 Kokkos::parallel_for Kokkos::View::initialization [recvbuf119] [device=0]
  0.0        0.030        0.030       0.125           0        244 Kokkos::parallel_for Kokkos::View::initialization [recvbuf118] [device=0]
  0.0        0.030        0.030       0.125           0        244 Kokkos::parallel_for Kokkos::View::initialization [recvbuf120] [device=0]
  0.0        0.030        0.030       0.125           0        243 Kokkos::parallel_for Kokkos::View::initialization [recvbuf117] [device=0]
  0.0        0.029        0.029     0.09375           0        306 Kokkos::parallel_for Kokkos::View::initialization [recvbuf140] [device=0]
  0.0        0.027        0.027     0.09375           0        285 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f80] [device=0]
  0.0        0.026        0.026     0.09375           0        282 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f79] [device=0]
  0.0        0.022        0.022     0.09375           0        232 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f77] [device=0]
  0.0        0.022        0.022     0.09375           0        232 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f78] [device=0]
  0.0        0.021        0.021      0.0625           0        329 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f93] [device=0]
  0.0        0.020        0.020      0.0625           0        324 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f92] [device=0]
  0.0        0.020        0.020      0.0625           0        322 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f94] [device=0]
  0.0        0.019        0.019      0.0625           0        310 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f113] [device=0]
  0.0        0.019        0.019      0.0625           0        308 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f114] [device=0]
  0.0        0.019        0.019      0.0625           0        308 Kokkos::parallel_for Kokkos::View::initialization [recvbuf143] [device=0]
  0.0        0.019        0.019      0.0625           0        308 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f116] [device=0]
  0.0        0.019        0.019      0.0625           0        308 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f117] [device=0]
  0.0        0.019        0.019      0.0625           0        306 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f115] [device=0]
  0.0        0.019        0.019      0.0625           0        302 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f120] [device=0]
  0.0        0.019        0.019      0.0625           0        302 Kokkos::parallel_for Kokkos::View::initialization [recvbuf141] [device=0]
  0.0        0.019        0.019      0.0625           0        300 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same143] [device=0]
  0.0        0.019        0.019     0.09375           0        199 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f73] [device=0]
  0.0        0.019        0.019      0.0625           0        297 Kokkos::parallel_for Kokkos::View::initialization [recvbuf142] [device=0]
  0.0        0.018        0.018      0.0625           0        295 Kokkos::parallel_for Kokkos::View::initialization [amr send buf same142] [device=0]
  0.0        0.017        0.017      0.0625           0        279 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f44] [device=0]
  0.0        0.017        0.017      0.0625           0        278 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f43] [device=0]
  0.0        0.015        0.015           1           0         15 MPI_File_seek()
  0.0        0.015        0.015      0.0625           0        236 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f76] [device=0]
  0.0        0.015        0.015      0.0625           0        233 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f75] [device=0]
  0.0        0.014        0.014      0.0625           0        230 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f74] [device=0]
  0.0        0.011        0.011     0.03125           0        357 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f95] [device=0]
  0.0        0.011        0.011     0.03125           0        352 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f33] [device=0]
  0.0        0.011        0.011      0.0625           0        176 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f84] [device=0]
  0.0        0.011        0.011      0.0625           0        176 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f48] [device=0]
  0.0        0.011        0.011      0.0625           0        176 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f86] [device=0]
  0.0        0.011        0.011     0.03125           0        351 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f98] [device=0]
  0.0        0.011        0.011     0.03125           0        350 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f29] [device=0]
  0.0        0.011        0.011     0.03125           0        350 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f31] [device=0]
  0.0        0.011        0.011     0.03125           0        349 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f42] [device=0]
  0.0        0.011        0.011      0.0625           0        174 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f63] [device=0]
  0.0        0.011        0.011     0.03125           0        348 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f23] [device=0]
  0.0        0.011        0.011     0.03125           0        348 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f34] [device=0]
  0.0        0.011        0.011     0.03125           0        348 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f39] [device=0]
  0.0        0.011        0.011      0.0625           0        174 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f64] [device=0]
  0.0        0.011        0.011     0.03125           0        348 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f97] [device=0]
  0.0        0.011        0.011     0.03125           0        348 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f99] [device=0]
  0.0        0.011        0.011     0.03125           0        347 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f41] [device=0]
  0.0        0.011        0.011     0.03125           0        346 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f36] [device=0]
  0.0        0.011        0.011      0.0625           0        173 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f82] [device=0]
  0.0        0.011        0.011     0.03125           0        344 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f40] [device=0]
  0.0        0.011        0.011      0.0625           0        172 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f81] [device=0]
  0.0        0.011        0.011      0.0625           0        172 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f83] [device=0]
  0.0        0.011        0.011      0.0625           0        172 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f47] [device=0]
  0.0        0.011        0.011     0.03125           0        343 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f96] [device=0]
  0.0        0.011        0.011     0.03125           0        342 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f30] [device=0]
  0.0        0.011        0.011      0.0625           0        170 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f21] [device=0]
  0.0        0.011        0.011     0.03125           0        340 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f35] [device=0]
  0.0        0.011        0.011     0.03125           0        340 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f37] [device=0]
  0.0        0.010        0.010     0.03125           0        313 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f111] [device=0]
  0.0        0.010        0.010     0.03125           0        313 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f119] [device=0]
  0.0        0.010        0.010     0.03125           0        313 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f2] [device=0]
  0.0        0.010        0.010     0.03125           0        312 Kokkos::parallel_for Kokkos::View::initialization [amr send buf c2f26] [device=0]
